student	question	course_page_number	unit_page_number	module_page_number	page_question_number	question_type	answered
5e261d5c7ff48077d6b32b26	5e01b812807e2b706c82f485	3	1	0	4	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b813807e2b706c82f4b3	3	1	0	5	HA_MC	1
5e261d5c7ff48077d6b32b26	5e01b7ee807e2b706c828ea9	3	1	0	6	HA_SelfReport	1
5e261d5c7ff48077d6b32b26	5e01b7ee807e2b706c828ed5	3	1	0	7	HA_SelfReport	1
5e261d5c7ff48077d6b32b26	5e01b811807e2b706c82f185	15	13	0	0	AG_FITB	1
5e261d5c7ff48077d6b32b26	5e01b7e2807e2b706c826c14	15	13	0	1	HA_SelfReport	0
5e261d5c7ff48077d6b32b26	5e01b7f8807e2b706c82aa9d	4	2	1	0	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7f8807e2b706c82aab5	4	2	1	1	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7f8807e2b706c82aacd	4	2	1	2	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7f8807e2b706c82aaf1	4	2	1	3	HA_FITB	1
5e261d5c7ff48077d6b32b26	5e01b801807e2b706c82c4e0	10	8	7	0	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b801807e2b706c82c4f8	10	8	7	1	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b801807e2b706c82c510	10	8	7	2	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c59a	10	8	7	3	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c5b2	10	8	7	4	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c5ca	10	8	7	5	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c5e2	10	8	7	6	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c5fa	10	8	7	7	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c612	10	8	7	8	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b802807e2b706c82c62a	10	8	7	9	HA_MC_Grid	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c0bf	9	7	6	0	AG_Matching	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c0d3	9	7	6	1	AG_Matching	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c0e7	9	7	6	2	AG_Matching	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c131	9	7	6	3	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c149	9	7	6	4	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c161	9	7	6	5	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c1a0	9	7	6	6	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c1b8	9	7	6	7	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c1f7	9	7	6	8	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c20f	9	7	6	9	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b800807e2b706c82c24e	9	7	6	10	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b801807e2b706c82c266	9	7	6	11	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7fe807e2b706c82bbf0	9	7	6	12	HA_MCMS	1
5e261d5c7ff48077d6b32b26	5e01b814807e2b706c82f99e	6	4	3	10	HA_MC	1
5e261d5c7ff48077d6b32b26	5e01b814807e2b706c82f9d2	6	4	3	11	HA_SelfReport	1
5e261d5c7ff48077d6b32b26	5e01b814807e2b706c82f9fe	6	4	3	12	HA_SelfReport	1
5e261d5c7ff48077d6b32b26	5e01b7e1807e2b706c8268df	6	4	3	0	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e1807e2b706c826933	6	4	3	1	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e1807e2b706c826987	6	4	3	2	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e1807e2b706c8269db	6	4	3	3	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e1807e2b706c826a2f	6	4	3	4	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e2807e2b706c826a83	6	4	3	5	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e2807e2b706c826ad7	6	4	3	6	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7e2807e2b706c826b2b	6	4	3	7	HA_Pulldown	1
5e261d5c7ff48077d6b32b26	5e01b7f9807e2b706c82addb	6	4	3	8	HA_MC	1
5e261d5c7ff48077d6b32b26	5e01b7f9807e2b706c82ae29	6	4	3	9	HA_MC	1
5e2632500000097c13209e3a	5e01b7f4807e2b706c829dc2	5	3	2	0	AG_FITB	1
5e2632500000097c13209e3a	5e01b7f4807e2b706c829de8	5	3	2	1	AG_FITB	1
5e2632500000097c13209e3a	5e01b7f4807e2b706c829e0c	5	3	2	2	AG_FITB	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829e34	5	3	2	3	AG_FITB	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829ea5	5	3	2	4	HA_MC_Grid	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829eb9	5	3	2	5	HA_MC_Grid	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829ecd	5	3	2	6	HA_MC_Grid	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829ee1	5	3	2	7	HA_MC_Grid	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829ef5	5	3	2	8	HA_MC_Grid	0
5e2632500000097c13209e3a	5e01b7f4807e2b706c829f09	5	3	2	9	HA_MC_Grid	0
5e2632500000097c13209e3a	5e01b811807e2b706c82ef69	3	1	0	0	AG_FITB	0
5e2632500000097c13209e3a	5e01b811807e2b706c82ef8f	3	1	0	1	AG_FITB	0
5e2632500000097c13209e3a	5e01b811807e2b706c82efb5	3	1	0	2	AG_FITB	0
5e2632500000097c13209e3a	5e01b812807e2b706c82f457	3	1	0	3	HA_Pulldown	1
5e2632500000097c13209e3a	5e01b812807e2b706c82f485	3	1	0	4	HA_Pulldown	1
5e2632500000097c13209e3a	5e01b813807e2b706c82f4b3	3	1	0	5	HA_MC	1
5e2632500000097c13209e3a	5e01b7ee807e2b706c828ea9	3	1	0	6	HA_SelfReport	0
5e2632500000097c13209e3a	5e01b7ee807e2b706c828ed5	3	1	0	7	HA_SelfReport	0
5e2632500000097c13209e3a	5e01b7f8807e2b706c82aa9d	4	2	1	0	HA_Pulldown	1
5e2632500000097c13209e3a	5e01b7f8807e2b706c82aab5	4	2	1	1	HA_Pulldown	1
5e2632500000097c13209e3a	5e01b7f8807e2b706c82aacd	4	2	1	2	HA_Pulldown	1
5e2632500000097c13209e3a	5e01b7f8807e2b706c82aaf1	4	2	1	3	HA_FITB	0
5e2632500000097c13209e3a	5e01b814807e2b706c82f99e	6	4	3	10	HA_MC	0
5e2632500000097c13209e3a	5e01b814807e2b706c82f9d2	6	4	3	11	HA_SelfReport	0
5e2632500000097c13209e3a	5e01b814807e2b706c82f9fe	6	4	3	12	HA_SelfReport	0
5e2632500000097c13209e3a	5e01b7e1807e2b706c8268df	6	4	3	0	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e1807e2b706c826933	6	4	3	1	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e1807e2b706c826987	6	4	3	2	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e1807e2b706c8269db	6	4	3	3	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e1807e2b706c826a2f	6	4	3	4	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e2807e2b706c826a83	6	4	3	5	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e2807e2b706c826ad7	6	4	3	6	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7e2807e2b706c826b2b	6	4	3	7	HA_Pulldown	0
5e2632500000097c13209e3a	5e01b7f9807e2b706c82addb	6	4	3	8	HA_MC	0
5e2632500000097c13209e3a	5e01b7f9807e2b706c82ae29	6	4	3	9	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c8257de	17	15	2	6	HA_MCMS	1
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829bae	17	15	2	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829bd2	17	15	2	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829bf6	17	15	2	2	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829c1e	17	15	2	3	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829c2e	17	15	2	4	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829c3e	17	15	2	5	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b81f807e2b706c8316e9	17	15	2	7	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829dc2	5	3	2	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829de8	5	3	2	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829e0c	5	3	2	2	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829e34	5	3	2	3	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829ea5	5	3	2	4	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829eb9	5	3	2	5	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829ecd	5	3	2	6	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829ee1	5	3	2	7	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829ef5	5	3	2	8	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c829f09	5	3	2	9	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b808807e2b706c82d6a7	31	29	2	3	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b808807e2b706c82d6f5	31	29	2	4	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7f4807e2b706c82a054	31	29	2	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f5807e2b706c82a078	31	29	2	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f5807e2b706c82a09c	31	29	2	2	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f2807e2b706c829a44	44	42	2	0	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7f2807e2b706c829a66	44	42	2	1	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829ac2	44	42	2	2	HA_Pulldown	0
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829ae4	44	42	2	3	HA_Pulldown	0
5e1e64aa00b3a4443e2a0113	5e01b7f3807e2b706c829b06	44	42	2	4	HA_Pulldown	0
5e1e64aa00b3a4443e2a0113	5e01b801807e2b706c82c2d8	44	42	2	6	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b801807e2b706c82c2f0	44	42	2	7	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b801807e2b706c82c308	44	42	2	8	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b801807e2b706c82c320	44	42	2	9	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b801807e2b706c82c338	44	42	2	10	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b806807e2b706c82d122	44	42	2	5	HA_SelfReport	0
5e1e64aa00b3a4443e2a0113	5e01b810807e2b706c82ed5c	19	17	4	0	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b7f0807e2b706c8294e4	8	6	5	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f1807e2b706c82950c	8	6	5	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f5807e2b706c82a1e8	7	5	4	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f5807e2b706c82a20c	7	5	4	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f5807e2b706c82a230	7	5	4	2	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d423	7	5	4	3	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d43b	7	5	4	4	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d453	7	5	4	5	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d46b	7	5	4	6	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d4a5	7	5	4	7	HA_MCMS	1
5e1e64aa00b3a4443e2a0113	5e01b7f7807e2b706c82a6a6	7	5	4	8	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b7f7807e2b706c82a6d2	7	5	4	9	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b7ee807e2b706c828dfd	18	16	3	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7ee807e2b706c828e25	18	16	3	1	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7ee807e2b706c828e39	18	16	3	2	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7ee807e2b706c828e4d	18	16	3	3	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7ee807e2b706c828e75	18	16	3	4	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b803807e2b706c82ca7f	18	16	3	6	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b803807e2b706c82cab5	18	16	3	7	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b818807e2b706c830394	18	16	3	5	HA_MCMS	1
5e1e64aa00b3a4443e2a0113	5e01b7ee807e2b706c828eff	23	21	8	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7ef807e2b706c828f1f	23	21	8	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7ef807e2b706c828f43	23	21	8	2	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82af99	23	21	8	3	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82afb1	23	21	8	4	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82afc9	23	21	8	5	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82afe1	23	21	8	6	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82aff9	23	21	8	7	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82b011	23	21	8	8	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7fa807e2b706c82b029	23	21	8	9	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c827fcb	22	20	7	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c827ff3	22	20	7	1	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c828007	22	20	7	2	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c82801b	22	20	7	3	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c828047	22	20	7	4	HA_Pulldown	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c828077	22	20	7	5	HA_Pulldown	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c8280f2	22	20	7	6	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c82810a	22	20	7	7	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c828122	22	20	7	8	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c82813a	22	20	7	9	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7e9807e2b706c828152	22	20	7	10	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7ea807e2b706c82816a	22	20	7	11	HA_MC_Grid	1
5e1e64aa00b3a4443e2a0113	5e01b7ec807e2b706c828894	29	27	0	0	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7ec807e2b706c8288a8	29	27	0	1	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7ec807e2b706c8288bc	29	27	0	2	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7ec807e2b706c8288e0	29	27	0	3	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7ec807e2b706c828904	29	27	0	4	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7ec807e2b706c828928	29	27	0	5	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7f1807e2b706c829772	29	27	0	6	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b7ea807e2b706c8283cf	37	35	8	0	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7ea807e2b706c8283f3	37	35	8	1	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c828417	37	35	8	2	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c82843b	37	35	8	3	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c82845f	37	35	8	4	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c828483	37	35	8	5	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c82853c	37	35	8	6	HA_DnD_Table	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c82854c	37	35	8	7	HA_DnD_Table	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c82855c	37	35	8	8	HA_DnD_Table	0
5e1e64aa00b3a4443e2a0113	5e01b7eb807e2b706c82856c	37	35	8	9	HA_DnD_Table	0
5e1e64aa00b3a4443e2a0113	5e01b80b807e2b706c82dfe4	37	35	8	10	HA_SelfReport	1
5e1e64aa00b3a4443e2a0113	5e01b80b807e2b706c82e010	37	35	8	11	HA_SelfReport	0
5e1e64aa00b3a4443e2a0113	5e01b816807e2b706c82ff76	43	41	1	11	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b816807e2b706c82ff8e	43	41	1	12	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b816807e2b706c82ffa6	43	41	1	13	HA_DnD_Table	1
5e1e64aa00b3a4443e2a0113	5e01b7de807e2b706c825ed5	43	41	1	8	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7de807e2b706c825f23	43	41	1	9	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7de807e2b706c825f71	43	41	1	10	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c827067	43	41	1	0	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c82708b	43	41	1	1	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c8270b3	43	41	1	2	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c8270c3	43	41	1	3	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c8270d3	43	41	1	4	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c8270fb	43	41	1	5	AG_Matching	0
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c82710b	43	41	1	6	AG_Matching	0
5e1e64aa00b3a4443e2a0113	5e01b7e4807e2b706c82711b	43	41	1	7	AG_Matching	0
5e1e64aa00b3a4443e2a0113	5e01b81c807e2b706c830e4d	34	32	5	6	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b81c807e2b706c830e9b	34	32	5	7	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b81c807e2b706c830ee9	34	32	5	8	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b81c807e2b706c830f37	34	32	5	9	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7e5807e2b706c8273e1	34	32	5	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7e5807e2b706c827401	34	32	5	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7e5807e2b706c827425	34	32	5	2	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c825740	34	32	5	3	HA_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c82576e	34	32	5	4	HA_Pulldown	1
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c82579c	34	32	5	5	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7ef807e2b706c828fe7	16	14	1	2	HA_MCMS	1
5e1e64aa00b3a4443e2a0113	5e01b7e5807e2b706c8274f5	16	14	1	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7e5807e2b706c827519	16	14	1	1	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7da807e2b706c82551d	45	43	3	0	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c82554b	45	43	3	1	HA_Pulldown	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c82561e	45	43	3	2	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c825640	45	43	3	3	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c825662	45	43	3	4	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c825684	45	43	3	5	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c8256a6	45	43	3	6	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c8256c8	45	43	3	7	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c8256ea	45	43	3	8	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b7db807e2b706c82570c	45	43	3	9	HA_MC_Grid	0
5e1e64aa00b3a4443e2a0113	5e01b815807e2b706c82faf6	45	43	3	10	HA_SelfReport	0
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d5db	35	33	6	17	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b807807e2b706c82d609	35	33	6	18	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b808807e2b706c82d637	35	33	6	19	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b808807e2b706c82d665	35	33	6	20	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b153	35	33	6	7	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b1a1	35	33	6	8	HA_MC	1
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b1ef	35	33	6	9	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b23d	35	33	6	10	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b28b	35	33	6	11	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b2e5	35	33	6	12	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b333	35	33	6	13	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b381	35	33	6	14	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fb807e2b706c82b3d9	35	33	6	15	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7fc807e2b706c82b427	35	33	6	16	HA_MC	0
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826f0d	35	33	6	0	AG_FITB	1
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826f35	35	33	6	1	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826f49	35	33	6	2	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826f5d	35	33	6	3	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826f89	35	33	6	4	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826f9d	35	33	6	5	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b7e3807e2b706c826fb1	35	33	6	6	AG_Matching	1
5e1e64aa00b3a4443e2a0113	5e01b814807e2b706c82fa28	48	46	6	0	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b814807e2b706c82fa50	48	46	6	1	AG_Matching	0
5e1e64aa00b3a4443e2a0113	5e01b815807e2b706c82fa64	48	46	6	2	AG_Matching	0
5e1e64aa00b3a4443e2a0113	5e01b815807e2b706c82fa78	48	46	6	3	AG_Matching	0
5e1e64aa00b3a4443e2a0113	5e01b815807e2b706c82faa0	48	46	6	4	AG_FITB	0
5e1e64aa00b3a4443e2a0113	5e01b804807e2b706c82cda3	48	46	6	5	HA_DnD_Table	0
5e1e64aa00b3a4443e2a0113	5e01b804807e2b706c82cdbb	48	46	6	6	HA_DnD_Table	0
5e1e64aa00b3a4443e2a0113	5e01b804807e2b706c82cdd3	48	46	6	7	HA_DnD_Table	0
